pk,jsondata,id,name,description,markup_description,date,version
56,{},56,"Entry ""water""",,,,1
57,{},57,"Entry ""wash""",,,,1
58,{},58,"Entry ""warm (2)""",,,,1
59,{},59,"Entry ""warm (1)""",,,,1
60,{},60,"Entry ""war, warpath""",,,,1
61,{},61,"Entry ""want (3)""",,,,1
62,{},62,"Entry ""want (2)""",,,,1
63,{},63,"Entry ""want (1)""",,,,1
64,{},64,"Entry ""walnut""",,,,1
65,{},65,"Entry ""walk (2)""",,,,1
66,{},66,"Entry ""walk (1)""",,,,1
67,{},67,"Entry ""wait for""",,,,1
68,{},68,"Entry ""vomit""",,,,1
69,{},69,"Entry ""voice (2), bellow, howl""",,,,1
70,{},70,"Entry ""voice (1)""",,,,1
71,{},71,"Entry ""visible""",,,,1
72,{},72,"Entry ""vine""",,,,1
73,{},73,"Entry ""vermin (6)""",,,,1
74,{},74,"Entry ""vermin (5)""",,,,1
75,{},75,"Entry ""vermin (4)""",,,,1
76,{},76,"Entry ""vermin (3)""",,,,1
77,{},77,"Entry ""vermin (2)""",,,,1
78,{},78,"Entry ""vermin (1)""",,,,1
79,{},79,"Entry ""vagina, vulva""",,,,1
80,{},80,"Entry ""use, do with""",,,,1
81,{},81,"Entry ""urine (2), urinate (2)""",,,,1
82,{},82,"Entry ""urine (1), urinate (1)""",,,,1
83,{},83,"Entry ""upstream, upwind""",,,,1
84,{},84,"Entry ""upright, insert""",,,,1
85,{},85,"Entry ""up, upwards, upper""",,,,1
86,{},86,"Entry ""untie, untwist""",,,,1
87,{},87,"Entry ""unstable""",,,,1
88,{},88,"Entry ""uncle, mother’s brother""",,,,1
89,{},89,"Entry ""two""",,,,1
90,{},90,"Entry ""twist > wrap, fold""",,,,1
91,{},91,"Entry ""twist > curly (3)""",,,,1
92,{},92,"Entry ""twist > curly (2)""",,,,1
93,{},93,"Entry ""twist > curly (1)""",,,,1
94,{},94,"Entry ""twist (3)""",,,,1
95,{},95,"Entry ""twist (2)""",,,,1
96,{},96,"Entry ""twist (1)""",,,,1
97,{},97,"Entry ""twins (2)""",,,,1
98,{},98,"Entry ""twin, pair""",,,,1
99,{},99,"Entry ""turtle (2)""",,,,1
100,{},100,"Entry ""turtle (1)""",,,,1
101,{},101,"Entry ""turnip, Psoralea (2)""",,,,1
102,{},102,"Entry ""turnip, Psoralea (1)""",,,,1
103,{},103,"Entry ""turn over (4)""",,,,1
104,{},104,"Entry ""turn over (3)""",,,,1
105,{},105,"Entry ""turn over (2), roll (2)""",,,,1
106,{},106,"Entry ""turn over (1), roll (1)""",,,,1
107,{},107,"Entry ""turn (2)""",,,,1
108,{},108,"Entry ""turn (1) > roll""",,,,1
109,{},109,"Entry ""tree, wood""",,,,1
110,{},110,"Entry ""tree, bone, leg, stalk, stem, trunk""",,,,1
111,{},111,"Entry ""travel""",,,,1
112,{},112,"Entry ""trap""",,,,1
113,{},113,"Entry ""trade""",,,,1
114,{},114,"Entry ""town (2)""",,,,1
115,{},115,"Entry ""town (1)""",,,,1
116,{},116,"Entry ""towards (2)""",,,,1
117,{},117,"Entry ""towards (1)""",,,,1
118,{},118,"Entry ""toward""",,,,1
119,{},119,"Entry ""touch""",,,,1
120,{},120,"Entry ""tooth (2)""",,,,1
121,{},121,"Entry ""tooth (1), edge, point""",,,,1
122,{},122,"Entry ""tongue""",,,,1
123,{},123,"Entry ""tobacco""",,,,1
124,{},124,"Entry ""tipi, conical tent""",,,,1
125,{},125,"Entry ""time reference""",,,,1
126,{},126,"Entry ""tie (3)""",,,,1
127,{},127,"Entry ""tie (2)""",,,,1
128,{},128,"Entry ""tie (1)""",,,,1
129,{},129,"Entry ""thunder (2)""",,,,1
130,{},130,"Entry ""thunder (1)""",,,,1
131,{},131,"Entry ""throw dart""",,,,1
132,{},132,"Entry ""throw away""",,,,1
133,{},133,"Entry ""throat""",,,,1
134,{},134,"Entry ""three""",,,,1
135,{},135,"Entry ""this, here, now (3)""",,,,1
136,{},136,"Entry ""this, here, now (2)""",,,,1
137,{},137,"Entry ""this, here, now (1)""",,,,1
138,{},138,"Entry ""this side (2)""",,,,1
139,{},139,"Entry ""this side (1)""",,,,1
140,{},140,"Entry ""third daughter""",,,,1
141,{},141,"Entry ""think (3)""",,,,1
142,{},142,"Entry ""think (2)""",,,,1
143,{},143,"Entry ""think (1)""",,,,1
144,{},144,"Entry ""thin""",,,,1
145,{},145,"Entry ""thigh""",,,,1
146,{},146,"Entry ""thick""",,,,1
147,{},147,"Entry ""the""",,,,1
148,{},148,"Entry ""that (3)""",,,,1
149,{},149,"Entry ""that (2) > demonstrative, reference marker, relative""",,,,1
150,{},150,"Entry ""that (1)""",,,,1
151,{},151,"Entry ""thank you""",,,,1
152,{},152,"Entry ""testicle (2)""",,,,1
153,{},153,"Entry ""testicle (1)""",,,,1
154,{},154,"Entry ""ten (2)""",,,,1
155,{},155,"Entry ""ten (1)""",,,,1
156,{},156,"Entry ""temporal subordination""",,,,1
157,{},157,"Entry ""tell""",,,,1
158,{},158,"Entry ""teen formative""",,,,1
159,{},159,"Entry ""tear""",,,,1
160,{},160,"Entry ""tail (2) > bird tail""",,,,1
161,{},161,"Entry ""tail (1)""",,,,1
162,{},162,"Entry ""sycamore ? (birch, maple)""",,,,1
163,{},163,"Entry ""swell (4)""",,,,1
164,{},164,"Entry ""swell (3)""",,,,1
165,{},165,"Entry ""swell (2)""",,,,1
166,{},166,"Entry ""swell (1)""",,,,1
167,{},167,"Entry ""sweet (2)""",,,,1
168,{},168,"Entry ""sweet (1)""",,,,1
169,{},169,"Entry ""sweat""",,,,1
170,{},170,"Entry ""swallow (bird)""",,,,1
171,{},171,"Entry ""surround, head off, intercept""",,,,1
172,{},172,"Entry ""surround""",,,,1
173,{},173,"Entry ""sunflower""",,,,1
174,{},174,"Entry ""sun""",,,,1
175,{},175,"Entry ""summer""",,,,1
176,{},176,"Entry ""sudden action (2)""",,,,1
177,{},177,"Entry ""sudden action (1)""",,,,1
178,{},178,"Entry ""suck (3)""",,,,1
179,{},179,"Entry ""suck (2)""",,,,1
180,{},180,"Entry ""suck (1)""",,,,1
181,{},181,"Entry ""stun, kill""",,,,1
182,{},182,"Entry ""stuff""",,,,1
183,{},183,"Entry ""struggle""",,,,1
184,{},184,"Entry ""strike (6)""",,,,1
185,{},185,"Entry ""strike (5)""",,,,1
186,{},186,"Entry ""strike (4)""",,,,1
187,{},187,"Entry ""strike (3)""",,,,1
188,{},188,"Entry ""strike (2)""",,,,1
189,{},189,"Entry ""strike (1)""",,,,1
190,{},190,"Entry ""stretch (3)""",,,,1
191,{},191,"Entry ""stretch (2)""",,,,1
192,{},192,"Entry ""stretch (1)""",,,,1
193,{},193,"Entry ""strawberry""",,,,1
194,{},194,"Entry ""straight""",,,,1
195,{},195,"Entry ""store away""",,,,1
196,{},196,"Entry ""stop (2)""",,,,1
197,{},197,"Entry ""stop (1)""",,,,1
198,{},198,"Entry ""stomach, paunch""",,,,1
199,{},199,"Entry ""stink (3)""",,,,1
200,{},200,"Entry ""stink (2)""",,,,1
201,{},201,"Entry ""stink (1)""",,,,1
202,{},202,"Entry ""stiff""",,,,1
203,{},203,"Entry ""stick (7)""",,,,1
204,{},204,"Entry ""stick (6)""",,,,1
205,{},205,"Entry ""stick (5)""",,,,1
206,{},206,"Entry ""stick (4)""",,,,1
207,{},207,"Entry ""stick (3)""",,,,1
208,{},208,"Entry ""stick (2)""",,,,1
209,{},209,"Entry ""stick (1)""",,,,1
210,{},210,"Entry ""steal (2)""",,,,1
211,{},211,"Entry ""steal (1)""",,,,1
212,{},212,"Entry ""star (3)""",,,,1
213,{},213,"Entry ""star (2)""",,,,1
214,{},214,"Entry ""star (1)""",,,,1
215,{},215,"Entry ""standing, inanim. classifier""",,,,1
216,{},216,"Entry ""standing, continue, standing positional""",,,,1
217,{},217,"Entry ""stand""",,,,1
218,{},218,"Entry ""stagger""",,,,1
219,{},219,"Entry ""stab (2)""",,,,1
220,{},220,"Entry ""stab (1)""",,,,1
221,{},221,"Entry ""squirrel > ground squirrel""",,,,1
222,{},222,"Entry ""squirrel > flying squirrel""",,,,1
223,{},223,"Entry ""squirrel (2)""",,,,1
224,{},224,"Entry ""squirrel (1)""",,,,1
225,{},225,"Entry ""squeeze (9)""",,,,1
226,{},226,"Entry ""squeeze (8)""",,,,1
227,{},227,"Entry ""squeeze (7)""",,,,1
228,{},228,"Entry ""squeeze (6)""",,,,1
229,{},229,"Entry ""squeeze (5)""",,,,1
230,{},230,"Entry ""squeeze (4)""",,,,1
231,{},231,"Entry ""squeeze (3)""",,,,1
232,{},232,"Entry ""squeeze (2)""",,,,1
233,{},233,"Entry ""squeeze (1)""",,,,1
234,{},234,"Entry ""sprout""",,,,1
235,{},235,"Entry ""spring (water) (2)""",,,,1
236,{},236,"Entry ""spring (water) (1)""",,,,1
237,{},237,"Entry ""spring (season)""",,,,1
238,{},238,"Entry ""spread out""",,,,1
239,{},239,"Entry ""spread > flat (5)""",,,,1
240,{},240,"Entry ""spread > flat (4)""",,,,1
241,{},241,"Entry ""spread > flat (3)""",,,,1
242,{},242,"Entry ""spread > flat (2)""",,,,1
243,{},243,"Entry ""spread > flat (1)""",,,,1
244,{},244,"Entry ""spread (3)""",,,,1
245,{},245,"Entry ""spread (2)""",,,,1
246,{},246,"Entry ""spread (1)""",,,,1
247,{},247,"Entry ""spouse""",,,,1
248,{},248,"Entry ""spotted > striped""",,,,1
249,{},249,"Entry ""spotted (2)""",,,,1
250,{},250,"Entry ""spotted (1)""",,,,1
251,{},251,"Entry ""split (9)""",,,,1
252,{},252,"Entry ""split (8)""",,,,1
253,{},253,"Entry ""split (7)""",,,,1
254,{},254,"Entry ""split (6)""",,,,1
255,{},255,"Entry ""split (5)""",,,,1
256,{},256,"Entry ""split (4)""",,,,1
257,{},257,"Entry ""split (3)""",,,,1
258,{},258,"Entry ""split (2)""",,,,1
259,{},259,"Entry ""split (1)""",,,,1
260,{},260,"Entry ""spit (2), foam""",,,,1
261,{},261,"Entry ""spit (1)""",,,,1
262,{},262,"Entry ""spine (2)""",,,,1
263,{},263,"Entry ""spine (1)""",,,,1
264,{},264,"Entry ""spill""",,,,1
265,{},265,"Entry ""spider""",,,,1
266,{},266,"Entry ""speak, talk""",,,,1
267,{},267,"Entry ""south > downstream""",,,,1
268,{},268,"Entry ""south""",,,,1
269,{},269,"Entry ""sour (3)""",,,,1
270,{},270,"Entry ""sour (2)""",,,,1
271,{},271,"Entry ""sour (1)""",,,,1
272,{},272,"Entry ""soup""",,,,1
273,{},273,"Entry ""song""",,,,1
274,{},274,"Entry ""son-in-law (2)""",,,,1
275,{},275,"Entry ""son-in-law (1)""",,,,1
276,{},276,"Entry ""son, third or younger""",,,,1
277,{},277,"Entry ""son, second born""",,,,1
278,{},278,"Entry ""son, first or eldest""",,,,1
279,{},279,"Entry ""son""",,,,1
280,{},280,"Entry ""something (2)""",,,,1
281,{},281,"Entry ""something (1)""",,,,1
282,{},282,"Entry ""some, a little""",,,,1
283,{},283,"Entry ""soldier""",,,,1
284,{},284,"Entry ""soft (3)""",,,,1
285,{},285,"Entry ""soft (2)""",,,,1
286,{},286,"Entry ""soft (1)""",,,,1
287,{},287,"Entry ""soak, spill (1)""",,,,1
288,{},288,"Entry ""so, thus""",,,,1
289,{},289,"Entry ""snowshoe""",,,,1
290,{},290,"Entry ""snow (3)""",,,,1
291,{},291,"Entry ""snow (2)""",,,,1
292,{},292,"Entry ""snow (1)""",,,,1
293,{},293,"Entry ""snot""",,,,1
294,{},294,"Entry ""snipe (sandpiper, killdeer)""",,,,1
295,{},295,"Entry ""sneeze""",,,,1
296,{},296,"Entry ""smooth (2)""",,,,1
297,{},297,"Entry ""smooth (1)""",,,,1
298,{},298,"Entry ""smoke tobacco, pipe""",,,,1
299,{},299,"Entry ""smell""",,,,1
300,{},300,"Entry ""slowly""",,,,1
301,{},301,"Entry ""slow""",,,,1
302,{},302,"Entry ""slip (6)""",,,,1
303,{},303,"Entry ""slip (5)""",,,,1
304,{},304,"Entry ""slip (4)""",,,,1
305,{},305,"Entry ""slip (3)""",,,,1
306,{},306,"Entry ""slip (2)""",,,,1
307,{},307,"Entry ""slip (1)""",,,,1
308,{},308,"Entry ""slide (4)""",,,,1
309,{},309,"Entry ""slide (3)""",,,,1
310,{},310,"Entry ""slide (2)""",,,,1
311,{},311,"Entry ""slide (1)""",,,,1
312,{},312,"Entry ""sleep""",,,,1
313,{},313,"Entry ""sky""",,,,1
314,{},314,"Entry ""skunk""",,,,1
315,{},315,"Entry ""skinny, thin""",,,,1
316,{},316,"Entry ""skin""",,,,1
317,{},317,"Entry ""skim (3)""",,,,1
318,{},318,"Entry ""skim (2)""",,,,1
319,{},319,"Entry ""skim (1)""",,,,1
320,{},320,"Entry ""six""",,,,1
321,{},321,"Entry ""sitting, be; sitting positional""",,,,1
322,{},322,"Entry ""sister-in-law (2) wHuSi, wBrWi""",,,,1
323,{},323,"Entry ""sister-in-law (1) mWiSi, mBrWi""",,,,1
324,{},324,"Entry ""sister (6)""",,,,1
325,{},325,"Entry ""sister (5) wSiYo""",,,,1
326,{},326,"Entry ""sister (4) wSiEl""",,,,1
327,{},327,"Entry ""sister (3) mSiYo""",,,,1
328,{},328,"Entry ""sister (2) mSiEl""",,,,1
329,{},329,"Entry ""sister (1) mSiEl""",,,,1
330,{},330,"Entry ""sink > drown""",,,,1
331,{},331,"Entry ""singe""",,,,1
332,{},332,"Entry ""sing""",,,,1
333,{},333,"Entry ""sinew""",,,,1
334,{},334,"Entry ""similitive""",,,,1
335,{},335,"Entry ""similar""",,,,1
336,{},336,"Entry ""side (2)""",,,,1
337,{},337,"Entry ""side (1)""",,,,1
338,{},338,"Entry ""show""",,,,1
339,{},339,"Entry ""shout""",,,,1
340,{},340,"Entry ""shoulder > scapula""",,,,1
341,{},341,"Entry ""shoulder""",,,,1
342,{},342,"Entry ""short""",,,,1
343,{},343,"Entry ""shooting instrumental""",,,,1
344,{},344,"Entry ""shoot""",,,,1
345,{},345,"Entry ""shine (4)""",,,,1
346,{},346,"Entry ""shine (3)""",,,,1
347,{},347,"Entry ""shine (2)""",,,,1
348,{},348,"Entry ""shine (1)""",,,,1
349,{},349,"Entry ""shinbone""",,,,1
350,{},350,"Entry ""shin""",,,,1
351,{},351,"Entry ""shell > spoon""",,,,1
352,{},352,"Entry ""sharpen, grind""",,,,1
353,{},353,"Entry ""sharp (2)""",,,,1
354,{},354,"Entry ""sharp (1)""",,,,1
355,{},355,"Entry ""shallow""",,,,1
356,{},356,"Entry ""shake > tremble""",,,,1
357,{},357,"Entry ""shake > move (2)""",,,,1
358,{},358,"Entry ""shake > move (1)""",,,,1
359,{},359,"Entry ""shake (4)""",,,,1
360,{},360,"Entry ""shake (3)""",,,,1
361,{},361,"Entry ""shake (2)""",,,,1
362,{},362,"Entry ""shake (1)""",,,,1
363,{},363,"Entry ""shadow, soul""",,,,1
364,{},364,"Entry ""sew""",,,,1
365,{},365,"Entry ""seven (2)""",,,,1
366,{},366,"Entry ""seven (1)""",,,,1
367,{},367,"Entry ""set upright""",,,,1
368,{},368,"Entry ""separate > forked""",,,,1
369,{},369,"Entry ""separate (5)""",,,,1
370,{},370,"Entry ""separate (4)""",,,,1
371,{},371,"Entry ""separate (3)""",,,,1
372,{},372,"Entry ""separate (2)""",,,,1
373,{},373,"Entry ""separate (1)""",,,,1
374,{},374,"Entry ""see (2)""",,,,1
375,{},375,"Entry ""see (1)""",,,,1
376,{},376,"Entry ""second daughter""",,,,1
377,{},377,"Entry ""scratch > dig, dig out""",,,,1
378,{},378,"Entry ""scratch""",,,,1
379,{},379,"Entry ""scrape clean > wipe clean, clear off""",,,,1
380,{},380,"Entry ""scrape clean > scrape up, scrape off, clear off""",,,,1
381,{},381,"Entry ""scrape > smooth, shave (2)""",,,,1
382,{},382,"Entry ""scrape > smooth, shave (1)""",,,,1
383,{},383,"Entry ""scrape > scratching noise, scraping noise, sweep""",,,,1
384,{},384,"Entry ""scrape > scratch, grate, rake""",,,,1
385,{},385,"Entry ""scrape > scrape around, heap up""",,,,1
386,{},386,"Entry ""scrape > peel""",,,,1
387,{},387,"Entry ""scrape > dig, scratch""",,,,1
388,{},388,"Entry ""scrape (4)""",,,,1
389,{},389,"Entry ""scrape (3)""",,,,1
390,{},390,"Entry ""scrape (2)""",,,,1
391,{},391,"Entry ""scrape (1)""",,,,1
392,{},392,"Entry ""scatter (2)""",,,,1
393,{},393,"Entry ""scatter (1)""",,,,1
394,{},394,"Entry ""scar (2)""",,,,1
395,{},395,"Entry ""scar (1)""",,,,1
396,{},396,"Entry ""say""",,,,1
397,{},397,"Entry ""sand (2)""",,,,1
398,{},398,"Entry ""sand (1)""",,,,1
399,{},399,"Entry ""salt (2)""",,,,1
400,{},400,"Entry ""salt (1)""",,,,1
401,{},401,"Entry ""sacred (2b), god""",,,,1
402,{},402,"Entry ""sacred (2a), snake""",,,,1
403,{},403,"Entry ""sacred (1b)""",,,,1
404,{},404,"Entry ""sacred (1a)""",,,,1
405,{},405,"Entry ""run (3), get out""",,,,1
406,{},406,"Entry ""run (2)""",,,,1
407,{},407,"Entry ""run (1)""",,,,1
408,{},408,"Entry ""rub (2)""",,,,1
409,{},409,"Entry ""rub (1)""",,,,1
410,{},410,"Entry ""round (3)""",,,,1
411,{},411,"Entry ""round (2)""",,,,1
412,{},412,"Entry ""round (1)""",,,,1
413,{},413,"Entry ""rough (4)""",,,,1
414,{},414,"Entry ""rough (3)""",,,,1
415,{},415,"Entry ""rough (2)""",,,,1
416,{},416,"Entry ""rough (1)""",,,,1
417,{},417,"Entry ""roll""",,,,1
418,{},418,"Entry ""rock (4), pebble""",,,,1
419,{},419,"Entry ""rock (3)""",,,,1
420,{},420,"Entry ""rock (2)""",,,,1
421,{},421,"Entry ""rock (1)""",,,,1
422,{},422,"Entry ""robin""",,,,1
423,{},423,"Entry ""roast (2)""",,,,1
424,{},424,"Entry ""roast (1)""",,,,1
425,{},425,"Entry ""road (2)""",,,,1
426,{},426,"Entry ""road (1), path""",,,,1
427,{},427,"Entry ""river""",,,,1
428,{},428,"Entry ""ripe, cooked""",,,,1
429,{},429,"Entry ""rip (3)""",,,,1
430,{},430,"Entry ""rip (2)""",,,,1
431,{},431,"Entry ""rip (1)""",,,,1
432,{},432,"Entry ""rim, bottom of kettle""",,,,1
433,{},433,"Entry ""right (side)""",,,,1
434,{},434,"Entry ""right (hand)""",,,,1
435,{},435,"Entry ""rice, wild, Zizania aquatica""",,,,1
436,{},436,"Entry ""rib; back, lower""",,,,1
437,{},437,"Entry ""rib""",,,,1
438,{},438,"Entry ""remember""",,,,1
439,{},439,"Entry ""red (2)""",,,,1
440,{},440,"Entry ""red (1b), red hawthorn""",,,,1
441,{},441,"Entry ""red (1a)""",,,,1
442,{},442,"Entry ""raw""",,,,1
443,{},443,"Entry ""rattle, rumble""",,,,1
444,{},444,"Entry ""rattle (2c)""",,,,1
445,{},445,"Entry ""rattle (2b)""",,,,1
446,{},446,"Entry ""rattle (2a)""",,,,1
447,{},447,"Entry ""rattle (1c)""",,,,1
448,{},448,"Entry ""rattle (1b)""",,,,1
449,{},449,"Entry ""rattle (1a)""",,,,1
450,{},450,"Entry ""rain (2)""",,,,1
451,{},451,"Entry ""rain (1)""",,,,1
452,{},452,"Entry ""raccoon""",,,,1
453,{},453,"Entry ""rabbit""",,,,1
454,{},454,"Entry ""quiver (for arrows)""",,,,1
455,{},455,"Entry ""quiet; rustle""",,,,1
456,{},456,"Entry ""quantifier (2)""",,,,1
457,{},457,"Entry ""quantifier (1)""",,,,1
458,{},458,"Entry ""quail, prairie chicken""",,,,1
459,{},459,"Entry ""put, set upright""",,,,1
460,{},460,"Entry ""put in, fill, plant""",,,,1
461,{},461,"Entry ""put (2)""",,,,1
462,{},462,"Entry ""put""",,,,1
463,{},463,"Entry ""push instrumental""",,,,1
464,{},464,"Entry ""push (pull)""",,,,1
465,{},465,"Entry ""push (2)""",,,,1
466,{},466,"Entry ""pull, push (2)""",,,,1
467,{},467,"Entry ""pull, push (1)""",,,,1
468,{},468,"Entry ""price, wages""",,,,1
469,{},469,"Entry ""press, instrumental""",,,,1
470,{},470,"Entry ""press down""",,,,1
471,{},471,"Entry ""press""",,,,1
472,{},472,"Entry ""precipitate""",,,,1
473,{},473,"Entry ""prairie""",,,,1
474,{},474,"Entry ""powder""",,,,1
475,{},475,"Entry ""pound, mortar""",,,,1
476,{},476,"Entry ""pound""",,,,1
477,{},477,"Entry ""potato, ground nut""",,,,1
478,{},478,"Entry ""possessive root""",,,,1
479,{},479,"Entry ""portative, comitative, have""",,,,1
480,{},480,"Entry ""porcupine""",,,,1
481,{},481,"Entry ""pole(s), lodge""",,,,1
482,{},482,"Entry ""point at""",,,,1
483,{},483,"Entry ""plural""",,,,1
484,{},484,"Entry ""plum""",,,,1
485,{},485,"Entry ""play (2)""",,,,1
486,{},486,"Entry ""play (1)""",,,,1
487,{},487,"Entry ""pine tree""",,,,1
488,{},488,"Entry ""pinch (2)""",,,,1
489,{},489,"Entry ""pinch (1)""",,,,1
490,{},490,"Entry ""pierce""",,,,1
491,{},491,"Entry ""pick fruit""",,,,1
492,{},492,"Entry ""persimmon""",,,,1
493,{},493,"Entry ""permit""",,,,1
494,{},494,"Entry ""penis""",,,,1
495,{},495,"Entry ""pelican""",,,,1
496,{},496,"Entry ""peel (6)""",,,,1
497,{},497,"Entry ""peel (5) > skin""",,,,1
498,{},498,"Entry ""peel (4) > skin""",,,,1
499,{},499,"Entry ""peel (3)""",,,,1
500,{},500,"Entry ""peel (2)""",,,,1
501,{},501,"Entry ""peel (1)""",,,,1
502,{},502,"Entry ""peek""",,,,1
503,{},503,"Entry ""paw the earth""",,,,1
504,{},504,"Entry ""past (suffix or post clitic)""",,,,1
505,{},505,"Entry ""paddle, swim""",,,,1
506,{},506,"Entry ""owl (2)""",,,,1
507,{},507,"Entry ""owl (1), moth""",,,,1
508,{},508,"Entry ""outside""",,,,1
509,{},509,"Entry ""otter""",,,,1
510,{},510,"Entry ""other, distant""",,,,1
511,{},511,"Entry ""order > control""",,,,1
512,{},512,"Entry ""open up""",,,,1
513,{},513,"Entry ""open > break open""",,,,1
514,{},514,"Entry ""open""",,,,1
515,{},515,"Entry ""ooze""",,,,1
516,{},516,"Entry ""onion""",,,,1
517,{},517,"Entry ""one of a pair, another""",,,,1
518,{},518,"Entry ""one (2)""",,,,1
519,{},519,"Entry ""one (1)""",,,,1
520,{},520,"Entry ""on, locative""",,,,1
521,{},521,"Entry ""old, mysterious(?)""",,,,1
522,{},522,"Entry ""old, mature""",,,,1
523,{},523,"Entry ""old, Ancient of - (Suffix)""",,,,1
524,{},524,"Entry ""old man""",,,,1
525,{},525,"Entry ""old""",,,,1
526,{},526,"Entry ""offering""",,,,1
527,{},527,"Entry ""oak (3)""",,,,1
528,{},528,"Entry ""oak (2)""",,,,1
529,{},529,"Entry ""oak (1)""",,,,1
530,{},530,"Entry ""nudge""",,,,1
531,{},531,"Entry ""now""",,,,1
532,{},532,"Entry ""nose (3), nostril""",,,,1
533,{},533,"Entry ""nose (2), end, point, tip (2)""",,,,1
534,{},534,"Entry ""none, be/have, lack""",,,,1
535,{},535,"Entry ""nine""",,,,1
536,{},536,"Entry ""niece (2), female’s brother’s daughter""",,,,1
537,{},537,"Entry ""niece (1), male’s sister’s daughter""",,,,1
538,{},538,"Entry ""new (2)""",,,,1
539,{},539,"Entry ""new (1)""",,,,1
540,{},540,"Entry ""nephew (2), female’s brother’s son""",,,,1
541,{},541,"Entry ""nephew (1), male’s sister’s son""",,,,1
542,{},542,"Entry ""negative (3)""",,,,1
543,{},543,"Entry ""negative (2)""",,,,1
544,{},544,"Entry ""negative (1), dubitative""",,,,1
545,{},545,"Entry ""necklace""",,,,1
546,{},546,"Entry ""neck (3)""",,,,1
547,{},547,"Entry ""neck (2), side of neck (?)""",,,,1
548,{},548,"Entry ""neck (1), nape""",,,,1
549,{},549,"Entry ""near""",,,,1
550,{},550,"Entry ""navel""",,,,1
551,{},551,"Entry ""narrow, small""",,,,1
552,{},552,"Entry ""name""",,,,1
553,{},553,"Entry ""muskrat, prairie dog (1)""",,,,1
554,{},554,"Entry ""mud, dirt, earth""",,,,1
555,{},555,"Entry ""mucus""",,,,1
556,{},556,"Entry ""mouth, instrumental""",,,,1
557,{},557,"Entry ""mouth""",,,,1
558,{},558,"Entry ""mouse""",,,,1
559,{},559,"Entry ""mourn""",,,,1
560,{},560,"Entry ""mountain""",,,,1
561,{},561,"Entry ""mother (2) (vocative)""",,,,1
562,{},562,"Entry ""mother (1) (referential)""",,,,1
563,{},563,"Entry ""mosquito""",,,,1
564,{},564,"Entry ""mortar""",,,,1
565,{},565,"Entry ""moon, sun, orb""",,,,1
566,{},566,"Entry ""moist, thaw, soft""",,,,1
567,{},567,"Entry ""moist (2)""",,,,1
568,{},568,"Entry ""moist (1), soft, wet""",,,,1
569,{},569,"Entry ""moccasin (2)""",,,,1
570,{},570,"Entry ""moccasin (1)""",,,,1
